Time,Source_IP,Destination_IP,Protocol,Packet_Size,Source_Port,Destination_Port
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:28,8.8.4.4,10.49.78.82,TCP,70,443,52215
21:09:28,10.49.78.82,8.8.4.4,TCP,54,52215,443
21:09:28,10.49.78.82,8.8.4.4,TCP,1870,52215,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:28,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,8.8.4.4,10.49.78.82,TCP,56,443,52215
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,8.8.4.4,10.49.78.82,TCP,60,443,52215
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:28,10.49.78.82,142.250.187.65,UDP,93,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,94,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,96,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:28,10.49.78.146,224.0.0.251,UDP,291,5353,5353
21:09:28,10.49.75.84,239.255.255.250,UDP,167,46099,1900
21:09:28,10.49.75.84,239.255.255.250,UDP,167,47431,1900
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:28,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:28,10.49.78.82,142.250.187.65,UDP,87,55474,443
21:09:28,10.49.78.82,216.239.38.223,TCP,100,62374,443
21:09:28,10.49.78.82,216.239.38.223,TCP,14174,62374,443
21:09:28,10.49.78.82,142.250.202.138,TCP,4172,63169,443
21:09:28,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:28,10.49.78.82,142.250.202.138,TCP,4172,49675,443
21:09:28,10.49.78.82,142.250.202.138,TCP,8892,49675,443
21:09:28,10.49.78.82,142.250.202.138,TCP,78,49675,443
21:09:28,10.49.78.82,142.250.202.138,TCP,81,49675,443
21:09:28,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:28,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:09:28,10.49.78.82,142.250.202.138,TCP,66,52216,443
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:28,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:28,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:28,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:28,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,14174,62374,443
21:09:29,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,94,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,101,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,96,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,96,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,98,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,100,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,100,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,100,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,102,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,102,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,102,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:09:29,10.49.78.82,142.250.202.138,TCP,1466,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,142.250.187.65,UDP,75,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,76,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,85,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,8526,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,10.49.78.82,142.250.202.138,TCP,5702,63169,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,71,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,7114,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,89,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,81,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,7114,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,81,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:09:29,10.49.78.82,142.250.202.138,TCP,54,52216,443
21:09:29,10.49.78.82,142.250.202.138,TCP,1579,52216,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,7114,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,4290,62374,443
21:09:29,10.49.78.82,142.250.187.65,UDP,83,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,9938,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,5702,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,9938,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,89,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,4290,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,4290,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,19822,62374,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,94,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,142.250.202.138,TCP,66,52216,443
21:09:29,10.49.78.82,216.239.38.223,TCP,9938,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,19822,62374,443
21:09:29,142.250.202.138,10.49.78.82,TCP,70,443,49675
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,829,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,464,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,432,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,85,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,10.49.78.82,142.250.202.138,TCP,54,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,7114,63169,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,8526,62374,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:09:29,10.49.78.82,142.250.202.138,TCP,4172,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,16460,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,16460,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,16460,49675,443
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,19822,62374,443
21:09:29,10.49.78.82,142.250.202.138,TCP,16460,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,16460,49675,443
21:09:29,10.49.78.82,142.250.202.138,TCP,66,49685,443
21:09:29,142.250.202.138,10.49.78.82,TCP,85,443,49675
21:09:29,10.49.78.82,142.250.202.138,TCP,66,49675,443
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,10.49.78.82,142.250.187.65,UDP,87,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,10.49.78.82,142.250.202.138,TCP,5702,63169,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,63169
21:09:29,10.49.78.82,142.250.202.138,TCP,2878,63169,443
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,60,443,49675
21:09:29,142.250.202.138,10.49.78.82,TCP,70,443,49675
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:09:29,10.49.78.82,216.239.38.223,TCP,12762,62374,443
21:09:29,10.49.78.82,142.250.187.65,UDP,83,55474,443
21:09:29,142.250.202.138,10.49.78.82,TCP,70,443,49685
21:09:29,10.49.78.82,142.250.202.138,TCP,54,49685,443
21:09:29,142.250.202.138,10.49.78.82,TCP,56,443,52216
21:09:29,142.250.202.138,10.49.78.82,TCP,78,443,49675
21:09:29,10.49.78.82,142.250.202.138,TCP,1579,49685,443
21:09:29,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:30,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:09:30,142.250.202.138,10.49.78.82,TCP,56,443,52216
21:09:30,10.49.78.82,142.251.155.119,UDP,71,57043,443
21:09:30,10.49.78.82,142.250.187.65,UDP,83,55474,443
21:09:30,142.250.202.138,10.49.78.82,TCP,70,443,63169
21:09:30,142.250.202.138,10.49.78.82,TCP,70,443,63169
21:09:30,142.250.202.138,10.49.78.82,TCP,70,443,63169
21:09:30,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:30,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:30,10.49.78.82,142.250.202.138,TCP,1466,63169,443
21:09:30,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:09:30,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:09:30,10.49.78.82,216.239.38.223,TCP,1466,62374,443
